N_unmapped	6708	6481	6551
N_multimapping	15826	15648	15645
N_noFeature	13294	13247	13338
N_ambiguous	4354	4335	4327
gene1	36	39	27
gene2	24	24	28
gene3	27	29	32
gene4	32	29	31
gene5	30	35	25
gene6	26	36	29
gene7	27	32	27
gene8	29	21	30
gene9	35	27	25
gene10	26	32	28
gene11	25	44	42
gene12	30	34	24
gene13	29	29	30
gene14	31	40	28
gene15	32	33	31
gene16	29	28	37
gene17	30	27	24
gene18	28	32	39
gene19	37	31	33
gene20	29	37	38
gene21	27	31	31
gene22	23	39	33
gene23	31	34	37
gene24	26	37	23
gene25	19	28	28
gene26	27	38	25
gene27	28	38	27
gene28	31	28	28
gene29	23	32	30
gene30	21	32	23
gene31	30	35	50
gene32	24	34	27
gene33	27	32	25
gene34	30	28	42
gene35	27	29	28
gene36	28	28	33
gene37	39	25	30
gene38	32	19	29
gene39	23	26	32
gene40	28	22	25
gene41	32	34	29
gene42	29	34	26
gene43	28	34	42
gene44	30	28	27
gene45	27	30	27
gene46	24	33	24
gene47	32	28	18
gene48	27	38	24
gene49	24	25	43
gene50	28	25	33
gene51	31	32	30
gene52	24	21	26
gene53	29	29	30
gene54	29	34	29
gene55	32	39	30
gene56	28	27	22
gene57	30	30	36
gene58	31	30	28
gene59	27	34	32
gene60	27	23	13
gene61	27	25	36
gene62	28	36	32
gene63	25	37	33
gene64	29	33	29
gene65	24	33	34
gene66	30	34	35
gene67	30	40	27
gene68	29	25	21
gene69	37	32	29
gene70	24	23	24
gene71	36	34	19
gene72	30	32	31
gene73	24	26	32
gene74	28	35	28
gene75	39	35	27
gene76	31	32	27
gene77	32	35	23
gene78	27	45	24
gene79	36	36	24
gene80	32	34	40
gene81	37	29	28
gene82	41	29	30
gene83	41	40	35
gene84	29	21	27
gene85	26	28	41
gene86	37	32	20
gene87	26	40	27
gene88	29	34	34
gene89	33	20	29
gene90	28	30	33
gene91	29	42	25
gene92	21	23	34
gene93	25	33	28
gene94	23	32	35
gene95	29	27	32
gene96	40	31	27
gene97	34	25	27
gene98	43	34	27
gene99	23	22	31
gene100	28	29	45
gene101	25	39	44
gene102	28	26	21
gene103	29	31	33
gene104	23	37	24
gene105	32	27	33
gene106	35	33	40
gene107	21	28	26
gene108	30	22	35
gene109	27	31	29
gene110	28	25	25
gene111	36	34	24
gene112	23	30	35
gene113	30	35	31
gene114	35	38	23
gene115	26	35	22
gene116	31	25	23
gene117	37	40	33
gene118	32	22	33
gene119	28	35	39
gene120	30	26	27
gene121	30	31	22
gene122	36	29	34
gene123	24	30	34
gene124	29	25	35
gene125	21	22	33
gene126	32	23	27
gene127	26	25	29
gene128	32	29	23
gene129	30	29	21
gene130	27	31	24
gene131	22	30	20
gene132	27	24	34
gene133	34	23	36
gene134	20	29	24
gene135	29	32	26
gene136	37	42	35
gene137	37	28	31
gene138	24	26	43
gene139	35	25	36
gene140	24	27	34
gene141	34	37	26
gene142	28	23	27
gene143	27	43	33
gene144	27	27	35
gene145	22	37	33
gene146	35	31	32
gene147	19	29	36
gene148	30	30	37
gene149	28	40	27
gene150	33	37	32
gene151	32	29	28
gene152	27	47	29
gene153	24	25	36
gene154	21	26	25
gene155	34	19	46
gene156	35	21	33
gene157	43	34	32
gene158	25	27	34
gene159	32	24	38
gene160	36	29	28
gene161	26	23	25
gene162	31	36	37
gene163	36	37	39
gene164	23	25	31
gene165	29	29	23
gene166	30	27	32
gene167	27	37	28
gene168	27	31	27
gene169	27	31	27
gene170	27	31	27
gene171	24	36	28
gene172	24	34	37
gene173	31	28	33
gene174	29	27	29
gene175	39	27	39
gene176	35	27	25
gene177	21	23	29
gene178	29	22	21
gene179	47	41	38
gene180	25	21	33
gene181	25	28	33
gene182	28	31	32
gene183	26	26	36
gene184	28	21	33
gene185	24	32	26
gene186	30	29	25
gene187	34	31	28
gene188	23	23	26
gene189	25	24	27
gene190	30	34	20
gene191	25	27	32
gene192	25	26	32
gene193	29	30	24
gene194	36	38	27
gene195	31	21	30
gene196	29	37	26
gene197	22	35	32
gene198	28	27	26
gene199	27	29	35
gene200	22	26	28
gene201	28	13	38
gene202	30	27	28
gene203	34	34	36
gene204	23	32	32
gene205	32	29	34
gene206	38	29	25
gene207	26	38	36
gene208	30	30	33
gene209	32	36	26
gene210	32	23	29
gene211	30	21	18
gene212	33	23	33
gene213	30	32	28
gene214	28	33	39
gene215	44	36	28
gene216	28	35	27
gene217	40	34	39
gene218	30	30	40
gene219	50	28	34
gene220	37	23	29
gene221	27	33	37
gene222	31	26	32
gene223	31	34	29
gene224	38	38	22
gene225	22	21	41
gene226	27	24	34
gene227	23	21	26
gene228	38	32	30
gene229	30	30	23
gene230	30	27	29
gene231	32	38	29
gene232	29	26	30
gene233	39	20	33
gene234	28	28	37
gene235	35	33	24
gene236	25	24	39
gene237	37	33	29
gene238	25	25	33
gene239	29	31	32
gene240	31	31	20
gene241	40	29	26
gene242	24	28	31
gene243	26	29	22
gene244	32	29	29
gene245	20	39	26
gene246	22	30	29
gene247	41	31	22
gene248	29	25	25
gene249	19	30	34
gene250	31	35	26
gene251	35	31	25
gene252	21	38	35
gene253	21	34	25
gene254	28	21	21
gene255	40	34	28
gene256	29	29	29
gene257	26	31	31
gene258	29	41	37
gene259	23	39	28
gene260	27	26	33
gene261	32	24	31
gene262	42	29	40
gene263	27	30	27
gene264	34	31	25
gene265	28	32	32
gene266	36	35	28
gene267	27	26	37
gene268	38	34	31
gene269	31	26	43
gene270	31	27	34
gene271	33	33	29
gene272	22	26	30
gene273	25	30	31
gene274	29	27	24
gene275	23	31	35
gene276	30	38	28
gene277	39	26	25
gene278	31	25	18
gene279	23	28	38
gene280	17	25	34
gene281	41	26	32
gene282	26	31	36
gene283	27	32	29
gene284	25	24	22
gene285	31	29	26
gene286	34	23	34
gene287	29	32	47
gene288	41	41	27
gene289	32	26	22
gene290	38	25	27
gene291	31	30	29
gene292	34	26	25
gene293	24	30	21
gene294	29	32	28
gene295	32	33	29
gene296	36	35	33
gene297	28	24	35
gene298	38	40	30
gene299	33	24	35
gene300	22	24	32
gene301	27	28	36
gene302	34	31	26
gene303	30	37	27
gene304	34	29	29
gene305	42	20	27
gene306	29	28	22
gene307	28	32	34
gene308	25	36	34
gene309	26	29	39
gene310	35	16	23
gene311	31	32	30
gene312	29	42	26
gene313	29	36	25
gene314	34	25	19
gene315	25	32	31
gene316	22	37	38
gene317	26	33	35
gene318	41	36	25
gene319	38	36	37
gene320	25	28	29
gene321	37	28	25
gene322	29	26	37
gene323	30	32	28
gene324	26	30	29
gene325	26	34	25
gene326	47	33	28
gene327	36	29	27
gene328	25	23	34
gene329	30	34	28
gene330	25	44	24
gene331	29	38	37
gene332	27	25	35
gene333	34	27	27
gene334	23	40	32
gene335	34	20	25
gene336	32	36	34
gene337	30	35	18
gene338	27	28	25
gene339	34	34	34
gene340	24	32	24
gene341	30	22	32
gene342	35	18	34
gene343	27	31	28
gene344	29	34	35
gene345	39	28	32
gene346	18	31	29
gene347	20	31	31
gene348	23	31	27
gene349	30	32	27
gene350	36	36	25
gene351	27	38	34
gene352	37	27	33
gene353	27	28	31
gene354	32	29	34
gene355	30	27	36
gene356	38	34	40
gene357	25	31	23
gene358	28	31	39
gene359	33	28	38
gene360	31	33	29
gene361	25	34	34
gene362	32	24	38
