N_unmapped	2324	2334	2284
N_multimapping	12592	12665	12741
N_noFeature	12467	12323	12155
N_ambiguous	12740	12524	12891
gene1	27	31	34
gene2	38	35	31
gene3	27	31	29
gene4	35	36	33
gene5	27	23	29
gene6	26	36	32
gene7	25	22	20
gene8	26	34	21
gene9	27	32	33
gene10	27	29	35
gene11	24	26	33
gene12	21	40	30
gene13	26	28	39
gene14	35	27	30
gene15	30	35	27
gene16	38	25	35
gene17	35	32	23
gene18	21	29	29
gene19	29	27	30
gene20	26	32	25
gene21	27	27	25
gene22	30	39	33
gene23	25	31	23
gene24	34	38	25
gene25	25	29	25
gene26	26	29	28
gene27	44	33	29
gene28	35	29	29
gene29	31	36	32
gene30	32	30	26
gene31	27	32	33
gene32	31	32	31
gene33	27	31	35
gene34	30	31	30
gene35	32	36	29
gene36	30	33	26
gene37	26	36	24
gene38	34	33	23
gene39	22	20	31
gene40	27	39	32
gene41	33	25	31
gene42	30	31	28
gene43	24	27	27
gene44	30	29	39
gene45	30	28	29
gene46	34	39	30
gene47	25	26	29
gene48	36	30	33
gene49	36	28	32
gene50	21	34	30
gene51	27	24	23
gene52	19	28	28
gene53	26	28	30
gene54	33	28	38
gene55	27	34	37
gene56	30	35	30
gene57	21	29	21
gene58	31	30	29
gene59	24	22	26
gene60	37	27	27
gene61	19	36	35
gene62	34	33	40
gene63	23	26	46
gene64	30	34	29
gene65	28	29	27
gene66	22	40	27
gene67	27	21	34
gene68	32	24	28
gene69	38	25	21
gene70	29	36	36
gene71	24	32	25
gene72	30	25	33
gene73	25	20	30
gene74	37	28	35
gene75	28	38	21
gene76	27	28	33
gene77	25	32	33
gene78	37	36	33
gene79	25	24	39
gene80	37	20	29
gene81	24	38	21
gene82	24	28	38
gene83	23	24	38
gene84	30	27	29
gene85	27	24	24
gene86	20	21	33
gene87	27	27	23
gene88	33	35	30
gene89	21	25	24
gene90	33	26	21
gene91	27	36	31
gene92	32	37	37
gene93	25	29	28
gene94	35	32	27
gene95	28	29	29
gene96	27	30	31
gene97	27	29	28
gene98	32	31	43
gene99	28	29	25
gene100	39	25	30
gene101	24	34	32
gene102	27	35	40
gene103	34	20	25
gene104	34	25	27
gene105	32	26	28
gene106	29	38	22
gene107	22	18	27
gene108	18	21	29
gene109	37	34	35
gene110	35	31	31
gene111	32	28	37
gene112	25	29	20
gene113	30	27	27
gene114	27	25	36
gene115	31	37	34
gene116	21	34	34
gene117	31	22	40
gene118	26	25	31
gene119	22	31	33
gene120	21	24	29
gene121	31	40	33
gene122	33	41	22
gene123	27	41	35
gene124	28	31	31
gene125	25	26	28
gene126	33	29	33
gene127	29	29	25
gene128	18	24	25
gene129	20	38	34
gene130	26	26	29
gene131	37	34	29
gene132	25	29	34
gene133	29	30	30
gene134	20	37	32
gene135	38	24	26
gene136	33	40	25
gene137	27	25	18
gene138	36	28	26
gene139	32	37	34
gene140	37	29	26
gene141	25	24	31
gene142	23	24	37
gene143	27	24	29
gene144	20	40	26
gene145	33	41	22
gene146	23	27	35
gene147	39	35	30
gene148	36	38	36
gene149	26	42	26
gene150	33	41	29
gene151	35	29	26
gene152	30	30	26
gene153	27	25	35
gene154	39	32	31
gene155	24	20	35
gene156	32	26	34
gene157	31	27	32
gene158	31	36	23
gene159	28	25	28
gene160	24	29	31
gene161	34	25	30
gene162	25	36	32
gene163	27	32	28
gene164	23	25	24
gene165	41	30	25
gene166	23	24	23
gene167	26	35	28
gene168	29	30	16
gene169	27	25	31
gene170	26	35	35
gene171	26	32	31
gene172	22	34	17
gene173	33	28	31
gene174	21	26	38
gene175	33	45	44
gene176	37	35	36
gene177	35	24	19
gene178	29	39	26
gene179	34	24	21
gene180	34	37	30
gene181	27	34	33
gene182	28	29	33
gene183	34	38	30
gene184	37	28	30
gene185	22	26	31
gene186	30	27	26
gene187	36	27	25
gene188	28	30	27
gene189	35	37	20
gene190	31	30	35
gene191	22	23	31
gene192	36	30	29
gene193	32	34	32
gene194	30	27	37
gene195	31	28	20
gene196	30	33	30
gene197	24	33	36
gene198	32	24	28
gene199	31	30	38
gene200	23	41	26
gene201	36	39	28
gene202	33	33	23
gene203	32	28	36
gene204	37	37	24
gene205	43	22	29
gene206	33	33	38
gene207	31	29	30
gene208	27	35	32
gene209	30	22	33
gene210	40	25	29
gene211	26	30	29
gene212	31	30	33
gene213	33	32	34
gene214	31	34	31
gene215	32	37	27
gene216	31	34	33
gene217	25	32	23
gene218	37	36	30
gene219	22	21	31
gene220	34	30	22
gene221	16	26	42
gene222	22	42	33
gene223	28	28	32
gene224	26	29	22
gene225	29	27	31
gene226	21	42	36
gene227	34	26	18
gene228	29	30	30
gene229	24	33	27
gene230	28	33	28
gene231	28	34	35
gene232	28	26	33
gene233	28	37	28
gene234	23	21	22
gene235	32	32	29
gene236	35	33	33
gene237	29	29	29
gene238	25	25	32
gene239	29	31	27
gene240	36	25	32
gene241	32	26	20
gene242	20	39	26
gene243	30	41	33
gene244	32	20	34
gene245	40	26	36
gene246	26	32	30
gene247	38	29	37
gene248	30	24	29
gene249	33	32	34
gene250	34	29	30
gene251	25	36	37
gene252	30	39	34
gene253	30	36	34
gene254	28	40	26
gene255	33	23	28
gene256	35	36	29
gene257	26	26	39
gene258	24	34	23
gene259	38	26	27
gene260	27	36	31
gene261	27	25	36
gene262	32	38	38
gene263	31	27	32
gene264	30	23	36
gene265	33	32	27
gene266	31	35	35
gene267	26	20	30
gene268	35	24	34
gene269	34	26	28
gene270	27	33	35
gene271	33	34	31
gene272	26	31	38
gene273	26	31	26
gene274	29	20	24
gene275	28	25	38
gene276	35	31	48
gene277	30	36	35
gene278	31	28	31
gene279	29	33	33
gene280	29	25	45
gene281	23	42	35
gene282	26	32	42
gene283	26	26	17
gene284	31	25	36
gene285	40	37	26
gene286	18	27	26
gene287	38	24	32
gene288	30	31	33
gene289	28	30	32
gene290	29	34	29
gene291	35	32	27
gene292	15	28	29
gene293	35	22	34
gene294	27	30	47
gene295	26	29	28
gene296	28	43	32
gene297	33	34	25
gene298	31	35	30
gene299	33	28	31
gene300	39	25	30
gene301	30	34	30
gene302	30	30	20
gene303	27	34	29
gene304	29	31	25
gene305	24	41	31
gene306	29	22	22
gene307	27	24	26
gene308	24	35	34
gene309	30	26	29
gene310	31	28	30
gene311	35	39	42
gene312	28	44	24
gene313	33	36	27
gene314	32	36	39
gene315	29	25	19
gene316	27	25	35
gene317	28	35	33
gene318	27	26	32
gene319	32	20	36
gene320	38	28	33
gene321	37	26	19
gene322	31	31	24
gene323	34	37	23
gene324	26	33	28
gene325	33	35	35
gene326	32	30	32
gene327	39	37	40
gene328	35	27	24
gene329	41	42	37
gene330	35	26	46
gene331	18	27	28
gene332	32	26	37
