N_unmapped	14456	14450	14704
N_multimapping	5760	5747	5741
N_noFeature	11641	11806	11790
N_ambiguous	7917	7906	8027
gene1.1	31	30	32
gene2.1	39	33	34
gene3.1	30	39	30
gene4.1	25	31	31
gene5.1	32	23	22
gene6.1	30	19	37
gene7.1	31	31	29
gene8.1	27	27	38
gene9.1	35	38	21
gene10.1	24	26	23
gene11.1	26	20	22
gene12.1	19	25	35
gene13.1	34	27	27
gene14.1	35	26	26
gene15.1	36	34	26
gene16.1	25	33	25
gene17.1	29	32	42
gene18.1	31	26	30
gene19.1	26	33	23
gene20.1	30	37	34
gene21.1	31	27	23
gene22.1	24	28	28
gene23.1	27	31	34
gene24.1	25	32	33
gene25.1	23	37	22
gene26.1	24	25	33
gene27.1	35	31	27
gene28.1	25	36	25
gene29.1	37	33	22
gene30.1	35	32	36
gene31.1	28	32	27
gene32.1	25	47	21
gene33.1	32	29	37
gene34.1	35	38	24
gene35.1	28	40	26
gene36.1	24	20	26
gene37.1	38	22	29
gene38.1	23	25	31
gene39.1	19	30	43
gene40.1	34	27	38
gene41.1	31	19	28
gene42.1	35	23	29
gene43.1	34	27	24
gene44.1	40	31	31
gene45.1	24	24	26
gene46.1	24	24	33
gene47.1	31	29	28
gene48.1	37	25	31
gene49.1	29	24	21
gene50.1	33	23	31
gene51.1	29	36	30
gene52.1	29	30	27
gene53.1	29	38	37
gene54.1	28	41	28
gene55.1	38	35	23
gene56.1	33	26	26
gene57.1	33	32	32
gene58.1	42	34	31
gene59.1	37	28	31
gene60.1	32	32	29
gene61.1	34	23	29
gene62.1	30	26	24
gene63.1	22	31	37
gene64.1	32	18	32
gene65.1	28	31	31
gene66.1	24	37	27
gene67.1	29	29	36
gene68.1	39	28	25
gene69.1	30	35	30
gene70.1	35	27	30
gene71.1	27	28	30
gene72.1	42	36	31
gene73.1	28	29	27
gene74.1	40	29	23
gene75.1	25	38	35
gene76.1	42	34	25
gene77.1	28	21	21
gene78.1	29	35	16
gene79.1	38	31	26
gene80.1	26	26	39
gene81.1	31	40	31
gene82.1	23	25	37
gene83.1	27	24	33
gene84.1	27	32	38
gene85.1	25	26	28
gene86.1	23	36	34
