N_unmapped	6708	6481	6551
N_multimapping	15826	15648	15645
N_noFeature	13294	13247	13338
N_ambiguous	4354	4335	4327
gene1.1	36	39	27
gene2.1	24	24	28
gene3.1	27	29	32
gene4.1	32	29	31
gene5.1	30	35	25
gene6.1	26	36	29
gene7.1	27	32	27
gene8.1	29	21	30
gene9.1	35	27	25
gene10.1	26	32	28
gene11.1	25	44	42
gene12.1	30	34	24
gene13.1	29	29	30
gene14.1	31	40	28
gene15.1	32	33	31
gene16.1	29	28	37
gene17.1	30	27	24
gene18.1	28	32	39
gene19.1	37	31	33
gene20.1	29	37	38
gene21.1	27	31	31
gene22.1	23	39	33
gene23.1	31	34	37
gene24.1	26	37	23
gene25.1	19	28	28
gene26.1	27	38	25
gene27.1	28	38	27
gene28.1	31	28	28
gene29.1	23	32	30
gene30.1	21	32	23
gene31.1	30	35	50
gene32.1	24	34	27
gene33.1	27	32	25
gene34.1	30	28	42
gene35.1	27	29	28
gene36.1	28	28	33
gene37.1	39	25	30
gene38.1	32	19	29
gene39.1	23	26	32
gene40.1	28	22	25
gene41.1	32	34	29
gene42.1	29	34	26
gene43.1	28	34	42
gene44.1	30	28	27
gene45.1	27	30	27
gene46.1	24	33	24
gene47.1	32	28	18
gene48.1	27	38	24
gene49.1	24	25	43
gene50.1	28	25	33
gene51.1	31	32	30
gene52.1	24	21	26
gene53.1	29	29	30
gene54.1	29	34	29
gene55.1	32	39	30
gene56.1	28	27	22
gene57.1	30	30	36
gene58.1	31	30	28
gene59.1	27	34	32
gene60.1	27	23	13
gene61.1	27	25	36
gene62.1	28	36	32
gene63.1	25	37	33
gene64.1	29	33	29
gene65.1	24	33	34
gene66.1	30	34	35
gene67.1	30	40	27
gene68.1	29	25	21
gene69.1	37	32	29
gene70.1	24	23	24
gene71.1	36	34	19
gene72.1	30	32	31
gene73.1	24	26	32
gene74.1	28	35	28
gene75.1	39	35	27
gene76.1	31	32	27
gene77.1	32	35	23
gene78.1	27	45	24
gene79.1	36	36	24
gene80.1	32	34	40
gene81.1	37	29	28
gene82.1	41	29	30
gene83.1	41	40	35
gene84.1	29	21	27
gene85.1	26	28	41
gene86.1	37	32	20
gene87.1	26	40	27
gene88.1	29	34	34
gene89.1	33	20	29
gene90.1	28	30	33
gene91.1	29	42	25
gene92.1	21	23	34
gene93.1	25	33	28
gene94.1	23	32	35
gene95.1	29	27	32
gene96.1	40	31	27
gene97.1	34	25	27
gene98.1	43	34	27
gene99.1	23	22	31
gene100.1	28	29	45
gene101.1	25	39	44
gene102.1	28	26	21
gene103.1	29	31	33
gene104.1	23	37	24
gene105.1	32	27	33
gene106.1	35	33	40
gene107.1	21	28	26
gene108.1	30	22	35
gene109.1	27	31	29
gene110.1	28	25	25
gene111.1	36	34	24
gene112.1	23	30	35
gene113.1	30	35	31
gene114.1	35	38	23
gene115.1	26	35	22
gene116.1	31	25	23
gene117.1	37	40	33
gene118.1	32	22	33
gene119.1	28	35	39
gene120.1	30	26	27
gene121.1	30	31	22
gene122.1	36	29	34
gene123.1	24	30	34
gene124.1	29	25	35
gene125.1	21	22	33
gene126.1	32	23	27
gene127.1	26	25	29
gene128.1	32	29	23
gene129.1	30	29	21
gene130.1	27	31	24
gene131.1	22	30	20
gene132.1	27	24	34
gene133.1	34	23	36
gene134.1	20	29	24
gene135.1	29	32	26
gene136.1	37	42	35
gene137.1	37	28	31
gene138.1	24	26	43
gene139.1	35	25	36
gene140.1	24	27	34
gene141.1	34	37	26
gene142.1	28	23	27
gene143.1	27	43	33
gene144.1	27	27	35
gene145.1	22	37	33
gene146.1	35	31	32
gene147.1	19	29	36
gene148.1	30	30	37
gene149.1	28	40	27
gene150.1	33	37	32
gene151.1	32	29	28
gene152.1	27	47	29
gene153.1	24	25	36
gene154.1	21	26	25
gene155.1	34	19	46
gene156.1	35	21	33
gene157.1	43	34	32
gene158.1	25	27	34
gene159.1	32	24	38
gene160.1	36	29	28
gene161.1	26	23	25
gene162.1	31	36	37
gene163.1	36	37	39
gene164.1	23	25	31
gene165.1	29	29	23
gene166.1	30	27	32
gene167.1	27	37	28
gene168.1	27	31	27
gene169.1	27	31	27
gene170.1	27	31	27
gene171.1	24	36	28
gene172.1	24	34	37
gene173.1	31	28	33
gene174.1	29	27	29
gene175.1	39	27	39
gene176.1	35	27	25
gene177.1	21	23	29
gene178.1	29	22	21
gene179.1	47	41	38
gene180.1	25	21	33
gene181.1	25	28	33
gene182.1	28	31	32
gene183.1	26	26	36
gene184.1	28	21	33
gene185.1	24	32	26
gene186.1	30	29	25
gene187.1	34	31	28
gene188.1	23	23	26
gene189.1	25	24	27
gene190.1	30	34	20
gene191.1	25	27	32
gene192.1	25	26	32
gene193.1	29	30	24
gene194.1	36	38	27
gene195.1	31	21	30
gene196.1	29	37	26
gene197.1	22	35	32
gene198.1	28	27	26
gene199.1	27	29	35
gene200.1	22	26	28
gene201.1	28	13	38
gene202.1	30	27	28
gene203.1	34	34	36
gene204.1	23	32	32
gene205.1	32	29	34
gene206.1	38	29	25
gene207.1	26	38	36
gene208.1	30	30	33
gene209.1	32	36	26
gene210.1	32	23	29
gene211.1	30	21	18
gene212.1	33	23	33
gene213.1	30	32	28
gene214.1	28	33	39
gene215.1	44	36	28
gene216.1	28	35	27
gene217.1	40	34	39
gene218.1	30	30	40
gene219.1	50	28	34
gene220.1	37	23	29
gene221.1	27	33	37
gene222.1	31	26	32
gene223.1	31	34	29
gene224.1	38	38	22
gene225.1	22	21	41
gene226.1	27	24	34
gene227.1	23	21	26
gene228.1	38	32	30
gene229.1	30	30	23
gene230.1	30	27	29
gene231.1	32	38	29
gene232.1	29	26	30
gene233.1	39	20	33
gene234.1	28	28	37
gene235.1	35	33	24
gene236.1	25	24	39
gene237.1	37	33	29
gene238.1	25	25	33
gene239.1	29	31	32
gene240.1	31	31	20
gene241.1	40	29	26
gene242.1	24	28	31
gene243.1	26	29	22
gene244.1	32	29	29
gene245.1	20	39	26
gene246.1	22	30	29
gene247.1	41	31	22
gene248.1	29	25	25
gene249.1	19	30	34
gene250.1	31	35	26
gene251.1	35	31	25
gene252.1	21	38	35
gene253.1	21	34	25
gene254.1	28	21	21
gene255.1	40	34	28
gene256.1	29	29	29
gene257.1	26	31	31
gene258.1	29	41	37
gene259.1	23	39	28
gene260.1	27	26	33
gene261.1	32	24	31
gene262.1	42	29	40
gene263.1	27	30	27
gene264.1	34	31	25
gene265.1	28	32	32
gene266.1	36	35	28
gene267.1	27	26	37
gene268.1	38	34	31
gene269.1	31	26	43
gene270.1	31	27	34
gene271.1	33	33	29
gene272.1	22	26	30
gene273.1	25	30	31
gene274.1	29	27	24
gene275.1	23	31	35
gene276.1	30	38	28
gene277.1	39	26	25
gene278.1	31	25	18
gene279.1	23	28	38
gene280.1	17	25	34
gene281.1	41	26	32
gene282.1	26	31	36
gene283.1	27	32	29
gene284.1	25	24	22
gene285.1	31	29	26
gene286.1	34	23	34
gene287.1	29	32	47
gene288.1	41	41	27
gene289.1	32	26	22
gene290.1	38	25	27
gene291.1	31	30	29
gene292.1	34	26	25
gene293.1	24	30	21
gene294.1	29	32	28
gene295.1	32	33	29
gene296.1	36	35	33
gene297.1	28	24	35
gene298.1	38	40	30
gene299.1	33	24	35
gene300.1	22	24	32
gene301.1	27	28	36
gene302.1	34	31	26
