N_unmapped	12103	12014	12220
N_multimapping	2336	2249	2256
N_noFeature	5608	5516	5586
N_ambiguous	19932	20181	20201
gene1.1	36	30	21
gene2.1	31	23	29
gene3.1	36	33	34
gene4.1	26	26	27
gene5.1	29	28	23
gene6.1	30	24	28
gene7.1	24	30	36
gene8.1	35	31	34
gene9.1	32	36	31
gene10.1	34	24	32
gene11.1	30	24	31
gene12.1	34	27	32
gene13.1	25	30	30
gene14.1	24	26	39
gene15.1	33	28	27
gene16.1	22	25	34
gene17.1	33	28	24
gene18.1	29	33	31
gene19.1	25	30	32
gene20.1	31	31	36
gene21.1	26	22	28
gene22.1	30	26	27
gene23.1	20	31	38
gene24.1	32	32	31
gene25.1	28	31	34
gene26.1	28	26	33
gene27.1	30	29	40
gene28.1	33	37	31
gene29.1	25	36	17
gene30.1	31	30	29
gene31.1	35	37	30
gene32.1	20	33	31
gene33.1	36	31	32
gene34.1	30	30	29
gene35.1	34	31	24
gene36.1	33	24	37
gene37.1	22	23	35
gene38.1	29	32	31
gene39.1	24	36	26
gene40.1	37	19	34
gene41.1	27	24	29
gene42.1	19	37	28
gene43.1	37	29	36
gene44.1	35	30	30
gene45.1	37	31	31
gene46.1	35	32	26
gene47.1	21	27	19
gene48.1	28	30	27
gene49.1	23	27	32
gene50.1	43	26	24
gene51.1	34	26	24
gene52.1	27	34	30
gene53.1	32	22	29
gene54.1	40	44	23
gene55.1	19	34	36
gene56.1	33	16	28
gene57.1	17	29	29
gene58.1	27	23	18
gene59.1	27	23	33
gene60.1	30	33	32
gene61.1	29	30	26
gene62.1	26	29	20
gene63.1	33	27	23
gene64.1	29	37	33
gene65.1	32	38	36
gene66.1	33	36	29
gene67.1	25	30	38
gene68.1	33	31	19
gene69.1	26	26	24
gene70.1	32	35	25
gene71.1	40	35	22
gene72.1	39	29	32
gene73.1	33	24	30
gene74.1	30	27	29
gene75.1	30	42	37
gene76.1	29	29	31
gene77.1	32	25	26
gene78.1	20	30	31
gene79.1	28	33	33
gene80.1	29	38	30
gene81.1	32	23	37
gene82.1	33	26	23
gene83.1	29	26	33
gene84.1	37	27	29
gene85.1	26	29	25
gene86.1	30	31	42
gene87.1	27	31	21
gene88.1	26	41	35
gene89.1	20	35	32
gene90.1	27	42	22
gene91.1	26	39	31
gene92.1	22	34	23
gene93.1	23	28	26
gene94.1	28	30	39
gene95.1	27	38	33
gene96.1	32	37	37
gene97.1	31	32	30
gene98.1	39	28	23
gene99.1	30	29	28
gene100.1	33	29	32
gene101.1	30	32	31
gene102.1	19	39	26
gene103.1	34	36	32
gene104.1	34	34	22
gene105.1	30	29	21
gene106.1	21	34	28
gene107.1	22	28	30
gene108.1	33	33	28
gene109.1	23	32	30
gene110.1	36	27	28
gene111.1	33	33	26
gene112.1	39	25	25
gene113.1	38	29	31
gene114.1	24	26	34
gene115.1	32	20	29
gene116.1	28	28	34
gene117.1	35	34	32
gene118.1	27	24	18
gene119.1	27	21	33
gene120.1	23	33	30
gene121.1	28	43	25
gene122.1	36	27	33
gene123.1	33	39	42
