N_unmapped	14456	14450	14704
N_multimapping	5760	5747	5741
N_noFeature	11641	11806	11790
N_ambiguous	7917	7906	8027
gene1	31	30	32
gene2	39	33	34
gene3	30	39	30
gene4	25	31	31
gene5	32	23	22
gene6	30	19	37
gene7	31	31	29
gene8	27	27	38
gene9	35	38	21
gene10	24	26	23
gene11	26	20	22
gene12	19	25	35
gene13	34	27	27
gene14	35	26	26
gene15	36	34	26
gene16	25	33	25
gene17	29	32	42
gene18	31	26	30
gene19	26	33	23
gene20	30	37	34
gene21	31	27	23
gene22	24	28	28
gene23	27	31	34
gene24	25	32	33
gene25	23	37	22
gene26	24	25	33
gene27	35	31	27
gene28	25	36	25
gene29	37	33	22
gene30	35	32	36
gene31	28	32	27
gene32	25	47	21
gene33	32	29	37
gene34	35	38	24
gene35	28	40	26
gene36	24	20	26
gene37	38	22	29
gene38	23	25	31
gene39	19	30	43
gene40	34	27	38
gene41	31	19	28
gene42	35	23	29
gene43	34	27	24
gene44	40	31	31
gene45	24	24	26
gene46	24	24	33
gene47	31	29	28
gene48	37	25	31
gene49	29	24	21
gene50	33	23	31
gene51	29	36	30
gene52	29	30	27
gene53	29	38	37
gene54	28	41	28
gene55	38	35	23
gene56	33	26	26
gene57	33	32	32
gene58	42	34	31
gene59	37	28	31
gene60	32	32	29
gene61	34	23	29
gene62	30	26	24
gene63	22	31	37
gene64	32	18	32
gene65	28	31	31
gene66	24	37	27
gene67	29	29	36
gene68	39	28	25
gene69	30	35	30
gene70	35	27	30
gene71	27	28	30
gene72	42	36	31
gene73	28	29	27
gene74	40	29	23
gene75	25	38	35
gene76	42	34	25
gene77	28	21	21
gene78	29	35	16
gene79	38	31	26
gene80	26	26	39
gene81	31	40	31
gene82	23	25	37
gene83	27	24	33
gene84	27	32	38
gene85	25	26	28
gene86	23	36	34
gene87	36	32	24
gene88	28	29	37
gene89	41	33	27
gene90	36	36	36
gene91	32	28	31
gene92	30	33	28
gene93	38	24	32
gene94	25	29	35
gene95	25	35	36
gene96	27	36	33
gene97	32	24	25
gene98	33	28	31
gene99	35	21	19
gene100	23	32	28
gene101	29	26	31
gene102	22	25	31
gene103	39	32	28
