N_unmapped	16822	16819	16857
N_multimapping	13630	13348	13288
N_noFeature	8727	8906	8868
N_ambiguous	847	867	877
gene1	31	35	28
gene2	32	26	32
gene3	34	26	32
gene4	34	32	30
gene5	28	32	23
gene6	28	23	37
gene7	31	32	33
gene8	25	35	38
gene9	27	28	37
gene10	24	31	32
gene11	24	45	35
gene12	25	22	31
gene13	33	36	25
gene14	28	31	20
gene15	24	34	35
gene16	33	17	32
gene17	34	27	36
gene18	24	29	31
gene19	28	27	38
gene20	43	31	24
gene21	25	34	44
gene22	35	24	27
gene23	27	33	25
gene24	26	28	22
gene25	35	22	24
gene26	28	27	28
gene27	28	36	42
gene28	28	15	38
gene29	18	45	32
gene30	29	32	38
gene31	18	38	34
gene32	26	38	34
gene33	29	30	35
gene34	28	27	24
gene35	29	27	29
gene36	26	26	28
gene37	21	36	28
gene38	26	29	28
gene39	39	26	36
gene40	31	24	40
gene41	27	24	25
gene42	19	31	33
gene43	37	28	39
gene44	36	23	32
gene45	31	34	36
gene46	31	24	24
gene47	21	26	36
gene48	31	36	28
gene49	40	43	33
gene50	38	35	18
gene51	22	20	26
gene52	32	21	28
gene53	30	26	24
gene54	30	29	32
gene55	34	27	35
gene56	28	35	38
gene57	38	45	26
gene58	21	28	36
gene59	24	38	26
gene60	27	28	21
gene61	21	26	35
gene62	38	28	37
gene63	34	25	34
gene64	29	21	35
gene65	38	26	25
gene66	23	26	30
gene67	20	29	37
gene68	28	32	25
gene69	12	30	25
gene70	25	22	37
gene71	26	33	30
gene72	25	29	24
gene73	25	29	24
gene74	24	20	31
gene75	41	31	30
gene76	31	19	27
gene77	23	24	36
gene78	30	29	23
gene79	32	34	31
gene80	34	26	38
gene81	40	27	32
gene82	32	22	24
gene83	37	30	25
gene84	24	26	33
gene85	30	23	22
gene86	38	25	29
gene87	38	28	30
gene88	37	39	31
gene89	28	32	19
gene90	33	22	20
gene91	26	32	34
gene92	23	23	22
gene93	44	24	25
gene94	26	28	27
gene95	30	31	37
gene96	28	33	25
gene97	23	27	26
gene98	36	25	51
gene99	27	29	30
gene100	31	19	27
gene101	35	33	30
gene102	31	32	31
gene103	23	27	33
gene104	28	34	28
gene105	28	28	31
gene106	30	36	30
gene107	32	27	27
gene108	40	31	31
gene109	35	39	31
gene110	33	27	37
gene111	33	35	33
gene112	27	24	41
gene113	25	16	28
gene114	20	28	22
gene115	26	37	24
gene116	37	27	30
gene117	35	24	25
gene118	33	34	19
gene119	20	37	35
gene120	30	35	31
gene121	26	28	31
gene122	28	28	40
gene123	32	34	29
gene124	31	40	31
gene125	28	26	24
gene126	35	32	43
gene127	37	28	31
gene128	27	36	22
gene129	28	28	24
gene130	26	31	28
gene131	29	25	42
gene132	29	39	35
gene133	36	30	24
gene134	37	32	28
gene135	30	24	35
gene136	26	29	39
gene137	23	28	18
gene138	32	29	22
gene139	27	25	31
gene140	33	31	31
gene141	22	40	43
gene142	30	29	36
gene143	37	21	30
gene144	33	31	23
gene145	27	26	26
gene146	39	23	29
gene147	26	33	27
gene148	38	32	26
gene149	28	28	40
gene150	32	34	34
gene151	37	36	37
gene152	32	30	26
gene153	30	26	31
gene154	32	25	43
gene155	22	30	31
gene156	44	37	28
gene157	43	36	30
gene158	33	29	42
gene159	34	28	24
gene160	41	32	41
gene161	23	38	30
gene162	34	30	29
gene163	35	31	34
gene164	22	28	29
gene165	19	33	21
gene166	35	26	26
gene167	33	25	27
gene168	27	19	26
gene169	27	32	28
gene170	37	28	35
gene171	22	34	26
gene172	28	31	40
gene173	36	27	28
gene174	30	25	25
gene175	36	31	27
gene176	30	26	35
gene177	31	23	26
gene178	34	40	33
gene179	30	21	29
gene180	24	29	31
gene181	27	33	29
gene182	36	29	35
gene183	31	36	43
gene184	34	33	20
gene185	20	32	32
gene186	30	25	34
gene187	28	30	20
gene188	29	31	22
gene189	29	32	25
gene190	34	31	32
gene191	30	28	23
gene192	39	31	21
gene193	22	31	34
gene194	45	36	30
gene195	22	30	29
gene196	25	32	34
gene197	31	31	29
gene198	34	27	35
gene199	34	34	27
gene200	33	30	32
gene201	30	34	25
gene202	28	26	33
gene203	40	43	25
gene204	20	31	26
gene205	30	16	34
gene206	35	33	30
gene207	31	38	26
gene208	28	33	29
gene209	27	34	29
gene210	34	28	30
gene211	36	29	24
gene212	38	39	26
gene213	24	34	33
